Date,Open,High,Low,Close,Adj Close,Volume
2010-06-04,60.740002,61.049999,59.290001,59.529999,47.651024,45019200
2010-06-07,59.98,60.41,59.200001,59.299999,47.466923,28389500
2010-06-08,59.619999,61.439999,59.380001,61.240002,49.01981,48460700
2010-06-09,61.580002,61.599998,59.82,60.029999,48.051254,31693200
2010-06-10,61.5,62.0,61.16,61.889999,49.540085,33020100
2010-06-11,61.68,61.919998,61.18,61.860001,49.516075,21227100
2010-06-14,62.060001,62.459999,61.32,61.369999,49.123859,24667800
2010-06-15,61.889999,62.57,61.490002,62.509998,50.036381,24532600
2010-06-16,61.970001,62.619999,61.900002,62.509998,50.036381,20652700
2010-06-17,62.419998,62.700001,61.950001,62.599998,50.108418,23310200
2010-06-18,62.779999,63.369999,62.400002,63.099998,50.508656,32747000
2010-06-21,64.099998,64.5,62.849998,63.130001,50.532665,24877600
2010-06-22,63.130001,63.200001,61.790001,61.939999,49.580124,26147000
2010-06-23,61.709999,62.259998,60.900002,61.099998,48.907742,38058900
2010-06-24,60.82,61.200001,59.869999,60.07,48.083271,34188500
2010-06-25,60.150002,60.240002,59.099998,59.099998,47.306831,118023500
2010-06-28,59.310001,59.389999,58.470001,58.470001,46.802544,43013000
2010-06-29,58.0,58.09,57.0,57.290001,45.858009,52525000
2010-06-30,57.330002,57.73,56.919998,57.07,45.681908,43944900
2010-07-01,56.98,57.27,56.169998,56.610001,45.313698,47746400
2010-07-02,56.849998,56.990002,55.939999,56.57,45.281689,32767900
2010-07-06,57.169998,57.59,56.77,57.459999,45.994091,36912100
2010-07-07,57.369999,58.450001,57.259998,58.43,46.770527,41797200
2010-07-08,59.130001,59.200001,58.130001,58.810001,47.074699,40430300
2010-07-09,58.759998,59.009998,58.299999,58.779999,47.050686,25976500
2010-07-12,58.290001,58.939999,58.200001,58.939999,47.178753,23515000
2010-07-13,59.599998,59.720001,59.040001,59.419998,47.562981,30514200
2010-07-14,59.220001,59.34,58.619999,59.259998,47.434898,26061100
2010-07-15,59.360001,59.490002,58.59,59.27,47.442913,24737300
2010-07-16,58.84,59.110001,57.810001,57.959999,46.394318,35805700
2010-07-19,58.330002,58.740002,58.099998,58.43,46.770527,20960000
2010-07-20,57.68,58.990002,57.669998,58.950001,47.18676,23807300
2010-07-21,59.130001,59.130001,57.599998,58.169998,46.562401,26859700
2010-07-22,58.709999,59.790001,58.66,59.380001,47.53096,27051400
2010-07-23,59.259998,59.810001,58.799999,59.720001,47.803112,19281400
2010-07-26,59.700001,60.439999,59.630001,60.389999,48.339417,20236500
2010-07-27,60.619999,60.900002,60.389999,60.810001,48.675613,22400800
2010-07-28,60.73,61.27,60.73,60.91,48.755646,23511100
2010-07-29,61.419998,61.880001,60.290001,60.34,48.299393,33763000
2010-07-30,60.150002,60.509998,59.599998,59.68,47.771095,29354600
2010-08-02,60.639999,62.040001,60.610001,61.939999,49.580124,28144000
2010-08-03,61.98,62.990002,61.880001,62.720001,50.204483,31075800
2010-08-04,62.860001,62.889999,62.27,62.720001,50.204483,21033800
2010-08-05,62.279999,62.709999,61.849998,62.709999,50.196472,19985300
2010-08-06,61.919998,62.5,61.25,61.970001,49.604134,23097300
2010-08-09,62.560001,62.669998,62.18,62.450001,49.988354,14731300
2010-08-10,61.849998,62.169998,61.450001,61.93,49.572113,23188500
2010-08-11,60.549999,60.66,60.200001,60.389999,48.685303,24281300
2010-08-12,59.700001,60.560001,59.560001,60.23,48.556332,16951300
2010-08-13,59.959999,60.450001,59.799999,59.91,48.298351,14651300
2010-08-16,59.599998,60.25,59.25,59.880001,48.27417,14301100
2010-08-17,60.490002,61.16,60.139999,60.82,49.031975,20122200
2010-08-18,60.669998,60.720001,59.630001,60.150002,48.491833,20071500
2010-08-19,59.93,60.060001,58.900002,59.290001,47.798519,21174500
2010-08-20,59.02,59.07,58.549999,58.889999,47.47604,21008800
2010-08-23,58.970001,60.049999,58.900002,59.5,47.967815,21337700
2010-08-24,58.959999,59.450001,58.790001,58.939999,47.516365,25679100
2010-08-25,58.689999,59.400002,58.419998,58.91,47.492168,20944000
2010-08-26,59.360001,59.5,58.330002,58.48,47.1455,22320900
2010-08-27,58.720001,59.959999,58.049999,59.799999,48.209671,28279500
2010-08-30,59.560001,59.900002,58.959999,59.0,47.564724,16265100
2010-08-31,58.75,59.540001,58.5,59.110001,47.653408,26985400
2010-09-01,60.040001,60.959999,59.720001,60.91,49.104534,26286200
2010-09-02,60.490002,61.060001,60.369999,61.060001,49.225468,18662600
2010-09-03,61.200001,61.599998,60.75,61.32,49.435074,21982900
2010-09-07,60.889999,61.07,60.450001,60.549999,48.814297,19435700
2010-09-08,60.66,61.259998,60.630001,60.75,48.975548,17380600
2010-09-09,61.5,61.59,60.91,61.049999,49.2174,16525200
2010-09-10,61.380001,61.48,60.950001,61.200001,49.338322,14488400
2010-09-13,61.389999,61.52,60.540001,61.0,49.177082,23141800
2010-09-14,60.84,61.34,60.75,61.009998,49.185146,17977500
2010-09-15,60.759998,61.029999,60.360001,61.0,49.177082,18769900
2010-09-16,60.849998,60.990002,60.450001,60.970001,49.152901,16432500
2010-09-17,61.189999,61.299999,60.630001,60.779999,48.999737,26447200
2010-09-20,61.040001,61.82,60.950001,61.549999,49.620483,21788100
2010-09-21,61.650002,61.900002,61.25,61.540001,49.612427,20525200
2010-09-22,61.560001,62.0,61.41,61.450001,49.539879,18207700
2010-09-23,60.990002,61.57,60.900002,61.150002,49.298023,18097800
2010-09-24,61.509998,62.130001,61.360001,61.75,49.781715,25145300
2010-09-27,61.990002,62.080002,61.68,61.709999,49.749485,16642800
2010-09-28,61.630001,62.259998,61.27,62.060001,50.031647,18806700
2010-09-29,61.77,62.02,61.27,61.59,49.652729,21158000
2010-09-30,61.950001,62.439999,61.470001,61.790001,49.813976,25460200
2010-10-01,62.32,62.580002,61.799999,62.540001,50.418613,24160200
2010-10-04,62.52,62.73,61.84,62.189999,50.136444,16902500
2010-10-05,62.59,63.400002,62.43,63.259998,50.999054,25185400
2010-10-06,63.18,63.939999,63.18,63.939999,51.54726,21645200
2010-10-07,63.959999,64.0,63.369999,63.849998,51.474705,19468400
2010-10-08,63.810001,64.529999,63.630001,64.379997,51.90197,22370500
2010-10-11,64.360001,64.809998,64.309998,64.550003,52.039043,13848900
2010-10-12,64.309998,64.889999,63.93,64.699997,52.159958,20732000
2010-10-13,64.839996,65.290001,64.57,65.040001,52.434052,22560500
2010-10-14,65.050003,65.449997,64.870003,65.300003,52.643669,17778100
2010-10-15,65.639999,65.650002,64.82,65.190002,52.555,25500700
2010-10-18,65.190002,66.540001,65.029999,66.279999,53.433723,22481700
2010-10-19,65.589996,66.040001,64.589996,65.120003,52.498554,25367400
2010-10-20,65.470001,66.389999,65.349998,66.010002,53.216064,20543900
2010-10-21,66.290001,66.800003,65.650002,66.32,53.465977,21291200
2010-10-22,66.510002,66.550003,66.129997,66.339996,53.482086,13332800
2010-10-25,66.68,66.809998,66.160004,66.199997,53.369221,16516600
2010-10-26,65.959999,66.57,65.809998,66.529999,53.635277,17652900
2010-10-27,65.949997,65.989998,65.089996,65.669998,52.941956,23358900
2010-10-28,66.43,66.699997,66.050003,66.220001,53.385349,20464200
2010-10-29,66.099998,66.559998,65.989998,66.489998,53.603012,19265600
2010-11-01,66.720001,67.209999,66.629997,66.949997,53.973866,22372700
2010-11-02,67.32,68.25,67.209999,67.839996,54.691368,26192200
2010-11-03,68.230003,68.269997,67.32,67.970001,54.796173,26545300
2010-11-04,68.400002,69.599998,68.290001,69.379997,55.93288,31221400
2010-11-05,69.440002,70.0,69.400002,70.0,56.43272,26531700
2010-11-08,69.489998,70.419998,69.459999,70.32,56.690697,23628000
2010-11-09,70.290001,71.110001,70.099998,70.629997,57.299145,33938100
2010-11-10,70.959999,71.160004,70.150002,71.129997,57.704773,25482400
2010-11-11,71.0,71.900002,70.730003,71.830002,58.272655,23788900
2010-11-12,71.379997,71.400002,70.43,70.989998,57.591209,24598100
2010-11-15,71.010002,71.220001,70.440002,70.480003,57.177444,18779600
2010-11-16,69.620003,69.82,68.559998,68.940002,55.928127,27543400
2010-11-17,68.839996,69.379997,68.559998,69.010002,55.984917,17471800
2010-11-18,69.650002,70.389999,69.639999,70.309998,57.039539,18322900
2010-11-19,70.199997,70.589996,69.360001,70.540001,57.226128,24116400
2010-11-22,70.099998,70.300003,68.790001,70.190002,56.942188,18907900
2010-11-23,68.800003,69.150002,68.32,68.980003,55.960567,22672000
2010-11-24,69.25,70.0,69.190002,69.879997,56.690697,19335600
2010-11-26,69.300003,69.43,68.900002,69.230003,56.163391,7324600
2010-11-29,68.860001,69.639999,68.300003,69.449997,56.341858,20021200
2010-11-30,68.550003,69.75,68.32,69.559998,56.431103,27524300
2010-12-01,70.379997,71.550003,70.379997,71.330002,57.867039,26590200
2010-12-02,71.190002,71.660004,70.949997,71.480003,57.988724,21274800
2010-12-03,71.010002,71.300003,70.889999,71.190002,57.753441,19457100
2010-12-06,71.199997,71.599998,71.059998,71.309998,57.850807,15985400
2010-12-07,71.910004,72.18,71.419998,71.459999,57.972492,23694600
2010-12-08,71.870003,72.220001,71.480003,71.849998,58.288876,22654900
2010-12-09,72.050003,72.139999,71.330002,72.0,58.410572,17971600
2010-12-10,72.18,72.18,71.620003,72.18,58.556587,17699500
2010-12-13,72.410004,72.75,72.07,72.360001,58.702629,21170500
2010-12-14,72.230003,72.5,71.93,72.18,58.556587,20625900
2010-12-15,71.870003,72.309998,71.790001,71.849998,58.288876,20979000
2010-12-16,71.919998,72.330002,71.57,72.220001,58.589046,18513900
2010-12-17,72.110001,72.389999,71.779999,72.169998,58.548496,36761300
2010-12-20,72.239998,72.5,71.879997,72.220001,58.589046,16045800
2010-12-21,72.43,72.970001,72.230003,72.720001,58.994667,21772800
2010-12-22,72.940002,73.0,72.650002,72.800003,59.05957,14606600
2010-12-23,72.940002,73.199997,72.830002,73.199997,59.384071,11390900
2010-12-27,72.809998,73.300003,72.809998,73.010002,59.229942,9757200
2010-12-28,73.199997,73.559998,72.959999,73.419998,59.562538,14423400
2010-12-29,73.410004,73.690002,73.339996,73.370003,59.521984,11797700
2010-12-30,73.290001,73.510002,73.050003,73.360001,59.513878,10790400
2010-12-31,73.160004,73.510002,73.019997,73.120003,59.31918,15273700
2011-01-03,73.720001,74.790001,73.639999,74.550003,60.479279,23320700
2011-01-04,74.709999,74.949997,74.419998,74.900002,60.763218,20028500
2011-01-05,74.669998,74.870003,74.139999,74.699997,60.600971,16550800
2011-01-06,74.900002,75.43,74.669998,75.18,60.990372,22525300
2011-01-07,75.209999,75.900002,75.089996,75.589996,61.323002,19297700
2011-01-10,75.129997,75.269997,74.580002,75.129997,60.949802,20766400
2011-01-11,75.019997,75.860001,75.019997,75.690002,61.404099,15805400
2011-01-12,75.940002,76.620003,75.669998,76.580002,62.126137,17363000
2011-01-13,76.650002,76.82,75.980003,76.709999,62.231594,20438100
2011-01-14,76.669998,78.0,76.5,77.839996,63.148308,23478700
2011-01-18,77.790001,78.849998,77.720001,78.709999,63.854111,23883600
2011-01-19,78.629997,78.93,78.129997,78.239998,63.472813,21844100
2011-01-20,77.980003,78.160004,76.769997,77.75,63.075298,29121600
2011-01-21,78.209999,79.099998,78.059998,78.980003,64.073135,25084400
2011-01-24,78.849998,79.18,78.089996,78.589996,63.756752,24871600
2011-01-25,78.220001,78.989998,77.93,78.68,63.829777,21626300
2011-01-26,78.709999,79.860001,78.489998,79.660004,64.624809,25555400
2011-01-27,79.839996,79.980003,79.339996,79.879997,64.803276,17003500
2011-01-28,79.779999,79.889999,78.870003,78.989998,64.081276,26300600
2011-01-31,79.919998,80.82,79.010002,80.68,65.452286,34514400
2011-02-01,81.139999,83.959999,81.040001,83.910004,68.072662,40829600
2011-02-02,83.589996,83.980003,83.260002,83.410004,67.667038,18176900
2011-02-03,83.059998,83.550003,82.459999,83.440002,67.69136,19647700
2011-02-04,83.25,83.519997,82.849998,83.279999,67.561539,16558300
2011-02-07,83.449997,84.0,83.360001,83.93,68.088867,15304300
2011-02-08,83.5,83.650002,82.639999,82.980003,67.672966,17463500
2011-02-09,82.440002,82.779999,81.769997,82.550003,67.322273,15890900
2011-02-10,81.68,83.309998,81.610001,83.199997,67.852371,21050500
2011-02-11,82.230003,83.410004,82.230003,82.82,67.542473,15993500
2011-02-14,82.07,85.110001,81.889999,84.910004,69.246918,33108300
2011-02-15,84.790001,84.889999,82.669998,82.970001,67.66481,25684600
2011-02-16,83.059998,83.860001,82.860001,83.690002,68.251984,16673500
2011-02-17,83.970001,83.970001,83.050003,83.879997,68.406944,17853500
2011-02-18,83.910004,84.5,83.5,84.5,68.912567,22839500
2011-02-22,84.970001,86.699997,84.730003,85.440002,69.679184,32580400
2011-02-23,86.0,88.230003,85.470001,87.07,71.008476,38624600
2011-02-24,87.199997,87.529999,85.459999,85.970001,70.111397,28577100
2011-02-25,85.790001,86.239998,85.290001,85.339996,69.59761,22230300
2011-02-28,85.870003,86.559998,85.489998,85.529999,69.752563,24507000
2011-03-01,86.410004,86.5,84.699997,84.800003,69.157234,23001800
2011-03-02,84.589996,85.32,83.550003,85.080002,69.385567,17423600
2011-03-03,85.459999,85.949997,85.050003,85.82,69.989067,17153500
2011-03-04,85.919998,86.0,84.699997,85.080002,69.385567,20028600
2011-03-07,85.839996,86.080002,84.690002,84.720001,69.092003,18062700
2011-03-08,84.599998,85.110001,83.75,84.599998,68.994133,17658200
2011-03-09,84.120003,84.550003,83.559998,84.379997,68.814697,13306600
2011-03-10,83.800003,83.800003,81.199997,81.379997,66.368095,25996300
2011-03-11,81.019997,82.910004,80.099998,82.120003,66.971596,17607100
2011-03-14,81.669998,82.639999,81.459999,82.379997,67.183624,16383200
2011-03-15,80.169998,82.089996,79.75,81.389999,66.376251,23191300
2011-03-16,81.230003,81.809998,78.800003,79.309998,64.679955,33396500
2011-03-17,80.379997,81.5,80.230003,81.160004,66.188698,21941300
2011-03-18,81.769997,82.330002,80.849998,80.849998,65.935867,28895900
2011-03-21,81.870003,83.330002,81.860001,82.839996,67.558769,18207000
2011-03-22,83.099998,83.230003,82.330002,82.559998,67.330437,16209700
2011-03-23,82.650002,83.0,82.0,82.599998,67.36306,15390600
2011-03-24,82.779999,83.470001,82.550003,82.730003,67.46907,17009000
2011-03-25,82.989998,83.93,82.82,83.620003,68.194893,16497300
2011-03-28,83.860001,84.010002,83.449997,83.470001,68.072556,14608200
2011-03-29,83.160004,83.889999,82.610001,83.25,67.893166,16277400
2011-03-30,83.800003,84.860001,83.510002,84.489998,68.904373,15770400
2011-03-31,84.82,84.940002,84.110001,84.129997,68.610817,15317800
2011-04-01,84.720001,84.839996,84.169998,84.68,69.059372,15531500
2011-04-04,84.260002,84.93,84.07,84.870003,69.21431,13096100
2011-04-05,84.68,85.940002,84.559998,85.419998,69.662849,17122600
2011-04-06,85.730003,85.889999,84.959999,85.18,69.467133,13339700
2011-04-07,85.160004,85.790001,84.910004,85.760002,69.940132,16006700
2011-04-08,86.0,86.220001,85.360001,85.949997,70.095108,15943200
2011-04-11,85.949997,86.150002,84.779999,85.160004,69.450798,13026500
2011-04-12,84.239998,84.25,82.669998,83.18,67.83606,20728800
2011-04-13,83.580002,83.949997,82.559998,83.160004,67.819763,14489400
2011-04-14,82.379997,83.839996,82.379997,83.440002,68.048096,15717500
2011-04-15,83.800003,84.470001,83.360001,84.290001,68.74131,17022500
2011-04-18,83.110001,84.0,82.440002,83.099998,67.770813,15107300
2011-04-19,82.970001,83.989998,82.970001,83.800003,68.341698,12770800
2011-04-20,85.050003,85.68,84.870003,85.650002,69.850418,15447600
2011-04-21,85.769997,86.43,85.559998,86.360001,70.429459,12797200
2011-04-25,86.290001,86.5,85.889999,86.220001,70.315269,9852800
2011-04-26,86.43,87.480003,86.260002,87.419998,71.293922,17908800
2011-04-27,87.480003,87.900002,86.290001,87.779999,71.587517,17755800
2011-04-28,87.029999,87.5,86.529999,87.339996,71.228683,18705300
2011-04-29,87.43,88.0,87.029999,87.980003,71.750626,17352300
2011-05-02,88.099998,88.129997,86.470001,86.970001,70.926933,18651200
2011-05-03,86.589996,86.779999,85.040001,85.620003,69.825974,18417100
2011-05-04,85.190002,85.599998,83.910004,84.809998,69.165382,22867000
2011-05-05,83.519997,83.989998,81.589996,82.620003,67.379372,27491200
2011-05-06,83.269997,84.099998,81.849998,82.690002,67.43647,26314700
2011-05-09,83.010002,83.720001,82.160004,83.18,67.83606,18254600
2011-05-10,83.080002,83.760002,82.5,83.339996,67.966545,17695700
2011-05-11,82.510002,82.690002,80.440002,81.120003,66.531265,24192000
2011-05-12,80.620003,81.589996,79.419998,81.050003,66.473854,21853600
2011-05-13,81.290001,81.769997,80.220001,80.870003,66.326233,17628500
2011-05-16,80.220001,81.269997,80.120003,80.239998,65.80954,16435100
2011-05-17,79.989998,80.790001,79.599998,80.410004,65.948944,18067800
2011-05-18,80.879997,82.269997,80.43,81.739998,67.039757,17957000
2011-05-19,82.269997,82.580002,81.339996,82.330002,67.523666,15229100
2011-05-20,81.980003,82.25,80.900002,81.57,66.900345,19003400
2011-05-23,80.220001,81.010002,80.07,80.669998,66.162186,16288500
2011-05-24,81.050003,82.120003,80.940002,81.290001,66.670692,15687300
2011-05-25,80.970001,82.529999,80.839996,81.959999,67.220192,19347200
2011-05-26,81.599998,82.57,81.190002,82.389999,67.572861,16873700
2011-05-27,82.739998,83.129997,82.150002,82.629997,67.769707,11949100
2011-05-31,83.279999,83.75,82.720001,83.470001,68.458649,23630700
2011-06-01,83.550003,83.650002,81.760002,82.029999,67.277603,19550200
2011-06-02,81.769997,82.32,80.650002,81.330002,66.703499,18152600
2011-06-03,80.239998,81.790001,80.18,81.18,66.580513,17281200
2011-06-06,80.93,81.190002,80.080002,80.290001,65.850525,15954300
2011-06-07,80.610001,81.089996,79.970001,80.0,65.612694,16188100
2011-06-08,80.610001,81.870003,80.519997,80.760002,66.236023,23567300
2011-06-09,81.239998,81.68,80.959999,81.18,66.580513,17665100
2011-06-10,80.949997,80.949997,79.720001,79.779999,65.432266,18965900
2011-06-13,80.0,80.599998,78.839996,79.230003,64.981186,17854200
2011-06-14,80.050003,80.82,79.940002,80.379997,65.924355,16443400
2011-06-15,79.529999,79.889999,78.370003,78.660004,64.51368,21713900
2011-06-16,78.589996,79.510002,78.330002,79.220001,64.972969,19037500
2011-06-17,79.849998,79.949997,78.690002,79.019997,64.808937,25441200
2011-06-20,78.650002,79.949997,78.620003,79.709999,65.374832,15836400
2011-06-21,80.230003,81.120003,80.010002,80.57,66.080185,17897300
2011-06-22,80.160004,80.669998,79.57,79.82,65.465057,18599700
2011-06-23,78.739998,78.75,77.230003,78.440002,64.333237,30032800
2011-06-24,78.550003,78.629997,76.779999,76.779999,62.971786,36292700
2011-06-27,76.879997,78.480003,76.720001,77.919998,63.906754,20606900
2011-06-28,78.57,79.660004,78.379997,79.629997,65.30925,18421500
2011-06-29,79.849998,80.5,79.220001,80.25,65.817726,18899900
2011-06-30,80.389999,81.410004,80.269997,81.379997,66.744499,19942100
2011-07-01,81.190002,82.089996,80.589996,82.010002,67.261215,18050100
2011-07-05,81.300003,82.120003,81.260002,81.599998,66.924957,18859600
2011-07-06,81.400002,81.660004,80.849998,81.57,66.900345,15042600
2011-07-07,82.269997,82.599998,81.870003,82.360001,67.548264,18379200
2011-07-08,81.580002,82.529999,81.459999,82.419998,67.597481,18336500
2011-07-11,81.300003,82.110001,81.120003,81.900002,67.171013,20717000
2011-07-12,81.510002,83.010002,81.5,81.889999,67.162781,22639600
2011-07-13,82.269997,83.459999,82.080002,82.480003,67.646683,19015100
2011-07-14,83.050003,83.110001,82.089996,82.239998,67.449844,19413200
2011-07-15,82.419998,83.089996,82.260002,83.0,68.073166,22705100
2011-07-18,82.290001,82.849998,82.080002,82.650002,67.78611,17343500
2011-07-19,82.900002,83.760002,82.800003,83.629997,68.589859,16424900
2011-07-20,83.839996,83.889999,83.169998,83.300003,68.319221,12808400
2011-07-21,83.860001,85.239998,83.75,85.019997,69.729881,21359700
2011-07-22,85.199997,85.410004,84.540001,85.220001,69.893913,13152600
2011-07-25,84.199997,85.129997,84.199997,84.57,69.360802,14007600
2011-07-26,84.669998,85.099998,84.040001,84.370003,69.196793,16226700
